,0
907,MESA LABS INC
908,META FINANCIAL GROUP INC
909,METHODE ELECTRS INC
910,METLIFE INC
911,METROCITY BANKSHARES
912,METROPOLITAN BANK HOLDIN
913,METTLER TOLEDO INTL INC
914,MFA FINANCIAL INC
915,MGE ENERGY INC
916,MGIC INVESTMENT CORP
917,MGM RESORTS INTL
918,MGP INGREDIENTS INC
919,MICHAELS COS INC/THE
920,MICROCHIP TECHNOLOGY
921,MICRON TECHNOLOGY INC
922,MICROSOFT CORP
923,MICROSTRATEGY INC
924,MID PENN BANCORP INC
925,MID-AMER APT CMNTYS
926,MIDDLEBY CORP
927,MIDDLEFIELD BANC CORP
928,MIDDLESEX WATER CO
929,MIDLAND STATES BANCORP
930,MUELLER INDUSTRIES INC
931,MUELLER WTR PRODS INC
932,MURPHY OIL CORP
933,MURPHY USA INC
934,MUSTANG BIO
935,MVB FINANCIAL CORP
936,MYERS INDUSTRIES INC
937,MYLAN NV
938,MYOKARDIA INC
939,MYR GROUP INC
940,MYRIAD GENETICS INC
941,NABORS INDUSTRIES LTD
942,NACCO INDUSTRIES INC
943,NANOSTRING TECH INC
944,NANTHEALTH INC
945,NANTKWEST INC
946,NAPCO SEC TECHNOLOGIES
947,NASDAQ INC
948,NATERA INC
949,NATHANS FAMOUS INC
950,NATIONAL BANK HOLDINGS
951,NATIONAL BANKSHARES INC
952,NATIONAL BEVERAGE CORP
953,NATIONAL CINEMEDIA INC
954,NATIONAL ENERGY SERVICES
955,NATIONAL FUEL GAS CO
956,NATIONAL GEN HLDGS CORP
957,NATIONAL HEALTH INVS INC
958,NATIONAL HEALTHCARE CORP
959,NATIONAL INSTRS CORP
960,NATIONAL OILWELL VARCO
961,NATIONAL PRESTO INDS INC
962,NATIONAL RESEARCH CORP
963,NATIONAL RETAIL PPTYS
964,NATIONAL STORAGE AFFIL
965,NATIONAL VISION HOLDINGS
966,NATIONAL WESTERN LIFE
967,NATURAL GROCERS VITA CTG
968,NATURES SUNSHINE PRODS
969,NATUS MEDICAL INC
970,NAUTILUS  INC
971,NAVIENT CORPORATION
972,NAVISTAR INTL CORP
973,NBT BANCORP INC
974,NCR CORP
975,NEENAH INC
976,NEKTAR THERAPEUTICS
977,NELNET INC
978,NEMAURA MEDICAL INC
979,NORDSON CORP
980,NORDSTROM INC
981,NORFOLK SOUTHERN CORP
982,NORTHEAST BANK
983,NORTHERN TRUST CORP
984,NORTHFIELD BANCORP INC
985,NORTHRIM BANCORP INC
986,NORTHROP GRUMMAN CORP
987,NORTHWEST BANCSHARES INC
988,NORTHWEST NATURAL HLDG
989,NORTHWEST PIPE CO
990,NORTHWESTERN CORP
991,NORTONLIFELOCK INC
992,NORWEGIAN CRUISE LINE
993,NORWOOD FINANCIAL CORP
994,NOVAGOLD RESOURCES INC
995,NOVANTA INC
996,NOVAVAX INC
997,NOVOCURE LTD
998,NOW INC
999,NRG ENERGY INC
1000,NU SKIN ENTERPRISES
1001,NUANCE COMMUNICATIONS
1002,NUCOR CORP
1003,NUTANIX INC
1004,NUVASIVE INC
1005,NV5 GLOBAL INC
1006,NVE CORP
1007,NVENT ELECTRIC PLC
1008,NVIDIA CORP
1009,NVR INC
1010,NYMOX PHARMACEUTICAL
1011,O REILLY AUTOMOTIVE INC
1012,OAK VALLEY BANCORP
1013,OCCIDENTAL PETE CORP
1014,OCEANEERING INTL INC
1015,OCEANFIRST FINANCIAL
1016,OCONEE FEDERAL FINANCIAL
1017,OCULAR THERAPEUTIX INC
1018,ODONATE THERAPEUTICS INC
1019,OFFICE DEPOT INC
1020,OFFICE PPTY INCOME TRUST
1021,OFG BANCORP
1022,OGE ENERGY CORP
1023,OHIO VY BANC CORP
1024,O-I GLASS
1025,OIL DRI CORP OF AMERICA
1026,OIL STATES INTERNATIONAL
1027,OKTA INC
1028,OUTFRONT MEDIA INC
1029,OVERSEAS SHIPHOLDING INC
1030,OVERSTOCK COM INC
1031,OVID THERAPEUTICS INC
1032,OVINTIV INC
1033,OWENS & MINOR INC
1034,OWENS CORNING
1035,OXFORD INDUSTRIES INC
1036,OYSTER POINT PHARMA
1037,P A M TRANSN SVCS INC
1038,P C CONNECTION
1039,PACCAR INC
1040,PACIFIC BIOSCIENCES CA
1041,PACIFIC PREMIER BANCORP
1042,PACIRA BIOSCIENCES
1043,PACKAGING CORP OF AMER
1044,PACWEST BANCORP
1045,PAE INCORPORATED (A)
1046,PAGERDUTY
1047,PALO ALTO NETWORKS INC
1048,PALOMAR HOLDINGS
1049,PANGAEA LOGS SOLUTIONS
1050,PAPA JOHNS INTERNATIONAL
1051,PAR PACIFIC HOLDINGS INC
1052,PAR TECHNOLOGY CORP
1053,PARAMOUNT GROUP INC
1054,PARATEK PHARMACEUTICALS
1055,PARK AEROSPACE CORP
1056,PARK CITY GROUP INC
1057,PARK HOTELS & RESORTS
1058,PARK NATIONAL CORP
1059,PARK OHIO HOLDINGS CORP
1060,PARKE BANCORP INC
1061,PARKER HANNIFIN CORP
1062,PARSLEY ENERGY INC
1063,PARSONS
1064,PASSAGE BIO
1065,PATRICK INDS INC
1066,PATTERSON COS INC
1067,PATTERSON UTI ENERGY
1068,PAVMED INC
1069,PAYCHEX INC
1070,PAYCOM SOFTWARE INC
1071,PAYLOCITY HLDG CORP
1072,PAYPAL HOLDINGS INC
1073,PAYSIGN INC
1074,PBF ENERGY INC
1075,PCB BANCORP
1076,PCSB FINANCIAL CORP
1077,PIERIS PHARMACEUTICALS
1078,PILGRIMS PRIDE CORP
1079,PING IDENTITY HOLDING
1080,PINNACLE FINANCIAL
1081,PINNACLE WEST CAPITAL CO
1082,PINTEREST
1083,PIONEER BANCORP INC
1084,PIONEER NAT RESOURCES CO
1085,PIPER SANDLER COMPANIES
1086,PITNEY BOWES INC
1087,PIXELWORKS INC
1088,PJT PARTNERS INC
1089,PLANET FITNESS INC
1090,PLANTRONICS INC
1091,PLAYAGS INC
1092,PLEXUS CORP
1093,PLUG POWER INC
1094,PLUMAS BANCORP
1095,PLURALSIGHT INC
1096,PLYMOUTH INDUSTRIAL REIT
1097,PNC FINANCIAL SVCS GROUP
1098,PNM RESOURCES INC
1099,POLARIS INC
1100,POLYONE CORP
1101,POOL CORP
1102,POPULAR INC
1103,PORTLAND GEN ELEC CO
1104,PORTOLA PHARMACEUTICALS
1105,POST HOLDINGS INC
1106,POTLATCHDELTIC CORP
1107,POWELL INDUSTRIES INC
1108,POWER INTEGRATIONS INC
1109,POWERFLEET INC
1110,PPD
1111,PPG INDUSTRIES INC
1112,PPL CORP
1113,PQ GROUP HOLDINGS INC
1114,PRA GROUP INC
1115,PRA HEALTH SCIENCES INC
1116,PRECIGEN INC
1117,PRECISION BIOSCIENCES
1118,PREFERRED APT CMNTYS INC
1119,PREFERRED BANK
1120,PREFORMED LINE PRODUCTS
1121,PREMIER FINANCIAL CORP
1122,PREMIER FINL BANCORP INC
1123,PREMIER INC
1124,PRESTIGE CONSUMER HEALTH
1125,PREVAIL THERAPEUTICS INC
1126,QIAGEN NV
1127,QORVO INC
1128,QTS REALTY TRUST INC
1129,QUAD / GRAPHICS INC
1130,QUAKER CHEMICAL CORP
1131,QUALCOMM INC
1132,QUALYS INC
1133,QUANEX BUILDING PRODUCTS
1134,QUANTA SERVICES INC
1135,QUANTERIX CORPORATION
1136,QUANTUM CORP
1137,QUEST DIAGNOSTICS INC
1138,QUIDEL CORP
1139,QUINSTREET INC
1140,QUOTIENT LIMITED
1141,QUOTIENT TECHNOLOGY INC
1142,QURATE RETAIL INC
1143,R1 RCM INC
1144,RADIAN GROUP INC
1145,RADIANT LOGISTICS INC
1146,RADIUS HEALTH INC
1147,RADNET INC
1148,RAFAEL HOLDINGS
1149,RALPH LAUREN CORP
1150,RAMBUS INC
1151,RANGE RESOURCES CORP
1152,RANPAK HOLDINGS (A)
1153,RAPID7 INC
1154,RAPT THERAPEUTICS
1155,RAVEN INDUSTRIES INC
1156,RAYMOND JAMES FINANCIAL
1157,RAYONIER ADV MATERIALS
1158,RAYONIER INC
1159,RAYTHEON TECHNOLOGIES CO
1160,RBB BANCORP
1161,RBC BEARINGS INC
1162,RCI HOSPITALITY HLDGS
1163,RE/MAX HOLDINGS INC
1164,READY CAPITAL CORP
1165,REALOGY HOLDINGS CORP
1166,REALPAGE INC
1167,REALTY INCOME CORP
1168,REATE PHARMACEUTICALS
1169,RECRO PHARMA INC
1170,RED RIVER BANCSHARES
1171,RED ROBIN GOURMET BURGER
1172,RED ROCKS RESORTS INC
1173,RED VIOLET
1174,REDFIN CORP
1175,RITE AID CORP
1176,RIVERVIEW BANCORP INC
1177,RLI CORP
1178,RLJ LODGING TR
1179,RMR GROUP INC
1180,ROBERT HALF INTL INC
1181,ROCKET PHARMACEUTICALS
1182,ROCKWELL AUTOMATION INC
1183,ROCKWELL MEDICAL INC
1184,ROCKY BRANDS INC
1185,ROGERS CORP
1186,ROKU INC
1187,ROLLINS INC
1188,ROPER TECHNOLOGIES INC
1189,ROSETTA STONE INC
1190,ROSS STORES INC
1191,ROYAL CARIBBEAN CRUISES
1192,ROYAL GOLD INC
1193,RPC INC
1194,RPM INTERNATIONAL INC
1195,RPT REALTY
1196,RTI SURGICAL HOLDINGS
1197,RUBICON PROJ INC
1198,RUBIUS THERAPEUTICS
1199,RUSH ENTERPRISES INC
1200,RUSH ENTERPRISES INC
1201,RUTH'S HOSPITALITY GROUP
1202,RYDER SYSTEM INC
1203,RYERSON HOLDING CORP
1204,RYMAN HOSPITALITY PPTYS
1205,S & T BANCORP INC
1206,S&P GLOBAL INC
1207,SABRA HEALTH CARE REIT
1208,SABRE CORP
1209,SAFE BULKERS INC
1210,SAFEGUARD SCIENTIFICS
1211,SAFEHOLD INC
1212,SAFETY INSURANCE GRP INC
1213,SAGA COMMUNICATIONS INC
1214,SAGE THERAPEUTICS INC
1215,SAIA INC
1216,SAILPOINT TECHNOLOGIES
1217,SALESFORCE COM INC
1218,SALISBURY BANCORP INC
1219,SALLY BEAUTY HOLDINGS
1220,SANDERSON FARMS INC
1221,SANDY SPRING BANCORP
1222,SANFILIPPO JOHN B & SON
1223,SANGAMO THERAPEUTICS INC
1224,SERES THERAPEUTICS INC
1225,SERITAGE GROWTH PROP
1226,SERVICE CORP INTL
1227,SERVICE PROPERTIES TRUST
1228,SERVICEMASTER GLOBAL
1229,SERVICENOW INC
1230,SERVICESOURCE INTL
1231,SERVISFIRST BANCSHARES
1232,SFL CORPORATION LTD
1233,SHAKE SHACK INC
1234,SHARPS COMPLIANCE CORP
1235,SHENANDOAH TELECOMM CO
1236,SHERWIN WILLIAMS CO
1237,SHOCKWAVE MEDICAL
1238,SHOE CARNIVAL INC
1239,SHORE BANCSHARES INC
1240,SHOTSPOTTER
1241,SHUTTERSTOCK INC
1242,SI-BONE
1243,SIEBERT FINANCIAL CORP
1244,SIENTRA INC
1245,SIERRA BANCORP
1246,SIGA TECHNOLOGIES INC
1247,SIGNATURE BANK
1248,SIGNET JEWELERS LTD
1249,SILGAN HOLDINGS INC
1250,SILICON LABORATORIES INC
1251,SILK ROAD MEDICAL
1252,SILVERCREST ASSET MNGMT
1253,SILVERGATE CAPITAL
1254,SIMMONS FIRST NATIONAL
1255,SIMON PROPERTY GROUP INC
1256,SIMPLY GOOD FOODS
1257,SIMPSON MANUFACTURING
1258,SIMULATIONS PLUS INC
1259,SINCLAIR BROADCAST GROUP
1260,SIRIUS XM HOLDINGS INC
1261,SITE CENTERS CORPORATION
1262,SITEONE LANDSCAPE SUPPLY
1263,SITIME
1264,SIX FLAGS ENTMT CORP
1265,SJW GROUP
1266,SKECHERS USA INC
1267,SKYLINE CHAMPION CORP
1268,SKYWEST INC
1269,SKYWORKS SOLUTIONS INC
1270,SL GREEN REALTY CORP
1271,SLACK TECHNOLOGIES
1272,SLEEP NUMBER CORPORATION
1273,SPROUTS FRMRS MKT INC
1274,SPS COMM INC
1275,SPX CORP
1276,SPX FLOW INC
1277,SQUARE INC
1278,SS&C TECHNOLOGIES HLDGS
1279,ST JOE CO
1280,STAAR SURGICAL CO
1281,STAG INDL INC
1282,STAMPS COM INC
1283,STANDARD AVB FINANCIAL
1284,STANDARD MOTOR PRODUCTS
1285,STANDEX INTERNATIONAL
1286,STANLEY BLACK & DECKER
1287,STARBUCKS CORP
1288,STARTEK INC
1289,STARWOOD PPTY TRUST INC
1290,STATE AUTO FINANCIAL
1291,STATE STREET CORP
1292,STEEL DYNAMICS INC
1293,STEELCASE INC
1294,STEPAN CO
1295,STEREOTAXIS
1296,STERICYCLE INC
1297,STERIS PLC
1298,STERLING BANCORP
1299,STERLING BANCORP INC
1300,STERLING CONSTRUCTION CO
1301,STEWART INFORMATION
1302,STIFEL FINANCIAL CORP
1303,STITCH FIX CLASS A
1304,STOCK YARDS BANCORP INC
1305,STOKE THERAPEUTICS INC
1306,STONECO
1307,STONERIDGE INC
1308,STORE CAPITAL CORP
1309,STRATEGIC EDUCATION INC
1310,STRATUS PPTYS INC
1311,STRONGBRIDGE BIOPHARMA
1312,STRYKER CORP
1313,STURM RUGER & CO INC
1314,SUMMIT FINANCIAL GROUP
1315,SUMMIT HOTEL PPTYS
1316,SUMMIT MATLS INC
1317,SUN COMMUNITIES INC
1318,SUNCOKE ENERGY INC
1319,SUNNOVA ENERGY INTL INC
1320,SUNPOWER CORP
1321,SUNRUN INC
1322,TELLURIAN INC
1323,TEMPUR SEALY INTL INC
1324,TENABLE HOLDINGS
1325,TENET HEALTHCARE CORP
1326,TENNANT CO
1327,TENNECO INC
1328,TERADATA CORP
1329,TERADYNE INC
1330,TEREX CORP
1331,TERRAFORM POWER INC
1332,TERRENO REALTY CORP
1333,TERRITORIAL BANCORP INC
1334,TESLA INC
1335,TETRA TECH INC
1336,TEXAS CAPITAL BANCSHARES
1337,TEXAS INSTRUMENTS INC
1338,TEXAS ROADHOUSE INC
1339,TEXTAINER GROUP HLDGS
1340,TEXTRON INC
1341,TFS FINL CORP
1342,TG THERAPEUTICS INC
1343,THE CHEMOURS COMPANY
1344,THE CONTAINER STORE GRP
1345,THE JOINT CORP
1346,THE KRAFT HEINZ COMPANY
1347,THE MEET GROUP
1348,THE REALREAL INC
1349,THE SHYFT GROUP INC
1350,THE TRADE DESK INC
1351,THE WENDY'S COMPANY
1352,THERAPEUTICSMD INC
1353,THERAVANCE BIOPHARMA INC
1354,THERMO FISHER SCIENTIFIC
1355,THERMON GROUP HLDGS INC
1356,THIRD POINT REINSURANCE
1357,THOR INDUSTRIES INC
1358,TIDEWATER INC
1359,TIFFANY & CO
1360,TILLYS INC
1361,TIMBERLAND BANCORP INC
1362,TIMKEN CO
1363,TIMKENSTEEL CORPORATION
1364,TIPTREE INC
1365,TITAN MACHINERY INC
1366,TIVITY HEALTH INC
1367,TJX COMPANIES INC
1368,TOLL BROTHERS INC
1369,TOMPKINS FINANCIAL CORP
1370,TOOTSIE ROLL INDUSTRIES
1371,TUTOR PERINI CORP
1372,TWILIO INC
1373,TWIN RIVER WORLDWIDE
1374,TWIST BIOSCIENCE
1375,TWITTER INC
1376,TWO HBRS INVT CORP
1377,TYLER TECHNOLOGIES INC
1378,TYME
1379,TYSON FOODS INC
1380,U S CONCRETE INC
1381,U S PHYSICAL THERAPY INC
1382,U S SILICA HLDGS INC
1383,UBER TECHNOLOGIES
1384,UBIQUITI INC
1385,UDR INC
1386,UFP INDUSTRIES INC
1387,UFP TECHNOLOGIES INC
1388,UGI CORP
1389,ULTA BEAUTY INC
1390,ULTRA CLEAN HOLDINGS INC
1391,ULTRAGENYX PHARMA
1392,ULTRALIFE CORPORATION
1393,UMB FINANCIAL CORP
1394,UMH PROPERTIES INC
1395,UMPQUA HOLDINGS CORP
1396,UNDER ARMOUR CLASS A
1397,UNDER ARMOUR CLASS C
1398,UNIFI INC
1399,UNIFIRST CORP MASS
1400,UNION PACIFIC CORP
1401,UNISYS CORP
1402,UNITED AIRLINES HOLDINGS
1403,UNITED BANKSHARES INC
1404,UNITED COMMUNITY BANKS
1405,UNITED FIRE GROUP INC
1406,UNITED INS HLDGS CORP
1407,UNITED NATURAL FOODS INC
1408,UNITED PARCEL SERVICE
1409,UNITED RENTALS INC
1410,UNITED SECURITY BANC
1411,UNITED STATES CELLULAR
1412,UNITED STATES LIME & MIN
1413,UNITED STATES STEEL CORP
1414,UNITED THERAPEUTICS
1415,UNITEDHEALTH GROUP INC
1416,UNITI GROUP INC
1417,UNITIL CORP
1418,UNITY BANCORP INC
1419,UNITY BIOTECHNOLOGY
1420,VERICEL CORP
1421,VERICITY
1422,VERINT SYS INC
1423,VERISIGN INC
1424,VERISK ANALYTICS INC
1425,VERITEX HOLDINGS
1426,VERITIV CORPORATION
1427,VERITONE INC
1428,VERIZON COMMUNICATIONS
1429,VERRA MOBILITY CORP
1430,VERRICA PHARMACEUTICALS
1431,VERSO CORPORATION
1432,VERTEX PHARMACEUTICALS
1433,VERTIV HOLDINGS CO (A)
1434,VERU INC
1435,VIACOMCBS (A)
1436,VIACOMCBS (B)
1437,VIAD CORP
1438,VIASAT INC
1439,VIAVI SOLUTIONS INC
1440,VICI PROPERTIES INC
1441,VICOR CORP
1442,VIELA BIO
1443,VIEMED HEALTHCARE
1444,VIEWRAY INC
1445,VIKING THERAPEUTICS INC
1446,VILLAGE SUPER MARKET INC
1447,VIR BIOTECHNOLOGY
1448,VIRGIN GALACTIC HLDG (A)
1449,VIRNETX HOLDING CORP
1450,VIRTU FINL INC
1451,VIRTUS INVESTMENT PTNRS
1452,VIRTUSA CORP
1453,VISA INC
1454,VISHAY INTERTECHNOLOGY
1455,VISHAY PRECISION GROUP
1456,VISTA OUTDOOR INC
1457,VISTEON CORP
1458,VISTRA ENERGY CORP
1459,VIVINT SMART HOME (A)
1460,VIVINT SOLAR INC
1461,VMWARE INC
1462,VOCERA COMMUNICATIONS
1463,VOLITIONRX LTD
1464,VONAGE HLDGS CORP
1465,VORNADO REALTY TRUST
1466,VOXX INTERNATIONAL CORP
1467,VOYA FINANCIAL INC
1468,VOYAGER THERAPEUTICS INC
1469,WHIRLPOOL CORP
1470,WHITE MTNS INS GROUP LTD
1471,WHITESTONE REIT
1472,WHITING PETROLEUM CORP
1473,WIDEOPENWEST
1474,WILEY JOHN & SONS INC
1475,WILLDAN GROUP INC
1476,WILLIAMS COMPANIES INC
1477,WILLIAMS SONOMA INC
1478,WILLIS LEASE FINANCE
1479,WILLIS TOWERS WATSON PLC
1480,WILLSCOT CORPORATION
1481,WINGSTOP INC
1482,WINMARK CORP
1483,WINNEBAGO INDUSTRIES INC
1484,WINTRUST FINANCIAL CORP
1485,WISDOMTREE INVTS INC
1486,WOLVERINE WORLD WIDE
1487,WOODWARD INC
1488,WORKDAY INC
1489,WORKHORSE GROUP INC
1490,WORKIVA INC
1491,WORLD ACCEPTANCE CORP
1492,WORLD FUEL SVCS CORP
1493,WORLD WRESTLING ENTMNT
1494,WORTHINGTON INDUSTRIES
1495,WPX ENERGY INC
1496,WRAP TECHNOLOGIES
1497,WRIGHT MEDICAL GROUP N V
1498,WSFS FINANCIAL CORP
1499,WW INTERNATIONAL INC
1500,WYNDHAM DESTINATIONS INC
1501,WYNDHAM HOTELS & RESORTS
1502,WYNN RESORTS LTD
1503,X4 PHARMACEUTICALS INC
1504,XBIOTECH INC
1505,XCEL ENERGY INC
1506,XENCOR INC
1507,XENIA HOTELS & RESORTS
1508,XERIS PHARMACEUTICALS
1509,XEROX HOLDINGS CORP
1510,XILINX INC
1511,XOMA CORP
1512,XPEL INC
1513,XPERI HOLDING CORPORATIO
1514,XPO LOGISTICS INC
1515,XYLEM INC
1516,YELP INC
1517,Y-MABS THERAPEUTICS
1518,ADURO BIOTECH INC
1519,ADVANCE AUTO PARTS INC
1520,ADVANCED DISPOSAL SVCS
1521,ADVANCED DRAINAGE SYSTEM
1522,ADVANCED EMISSIONS SLTNS
1523,ADVANCED ENERGY INDS INC
1524,ADVANCED MICRO DEVICES
1525,ADVANSIX
1526,ADVERUM BIOTECH INC
1527,AECOM
1528,AEGION CORP
1529,AEGLEA BIOTHERAPEUTICS
1530,AERIE PHARMACEUTICALS
1531,AEROJET ROCKETDYNE HLDGS
1532,AEROVIRONMENT INC
1533,AES CORP
1534,AFFILIATED MANAGERS GRP
1535,AFFIMED NV
1536,AFLAC INC
1537,AGCO CORP
1538,AGENUS INC
1539,AGILE THERAPEUTICS INC
1540,AGILENT TECHNOLOGIES INC
1541,AGILYSYS INC
1542,AGIOS PHARMACEUTICALS
1543,AGNC INVESTMENT
1544,AGREE REALTY CORP
1545,AGROFRESH SOLUTIONS INC
1546,AIMMUNE THERAPEUTICS INC
1547,AIR LEASE CORP
1548,AIR PRODUCTS & CHEMICALS
1549,AIR TRANSPORT SERVICES
1550,AKAMAI TECHNOLOGIES
1551,AKCEA THERAPEUTICS
1552,AKEBIA THERAPEUTICS INC
1553,AKERNA CORPORATION (A)
1554,AKERO THERAPEUTICS INC
1555,AKOUSTIS TECHNOLOGIES
1556,ALAMO GROUP INC
1557,ALARM.COM HOLDINGS INC
1558,ALASKA AIR GROUP INC
1559,ALASKA COMMUNICATIONS
1560,ALBANY INTERNATIONAL
1561,ALBEMARLE CORP
1562,ALBIREO PHARMA INC
1563,ALCOA CORPORATION
1564,ALECTOR
1565,ALERUS FINANCIAL CORP
1566,AMEREN CORP
1567,AMERESCO INC
1568,AMERICAN AIRLINES GROUP
1569,AMERICAN ASSETS TRST INC
1570,AMERICAN AXLE & MFG
1571,AMERICAN CAMPUS COMMUN
1572,AMERICAN EAGLE OUTFITTER
1573,AMERICAN ELECTRIC POWER
1574,AMERICAN EQUITY INVST
1575,AMERICAN EXPRESS CO
1576,AMERICAN FINANCE TRUST
1577,AMERICAN FINANCIAL GROUP
1578,AMERICAN HOMES 4 RENT
1579,AMERICAN INTL GROUP
1580,AMERICAN NATIONAL INS CO
1581,AMERICAN NATL BANKSHARES
1582,AMERICAN RENAL ASSOC HLD
1583,AMERICAN RLTY INVS INC
1584,AMERICAN SOFTWARE INC
1585,AMERICAN STATES WATER CO
1586,AMERICAN SUPERCONDUCTOR
1587,AMERICAN TOWER CORP
1588,AMERICAN VANGUARD CORP
1589,AMERICAN WOODMARK CORP
1590,AMERICAN WTR WKS CO INC
1591,AMERICAS CAR-MART INC
1592,AMERICOLD REALTY TRUST
1593,AMERIPRISE FINANCIAL INC
1594,AMERIS BANCORP
1595,AMERISAFE INC
1596,AMERISOURCEBERGEN CORP
1597,AMES NATL CORP
1598,AMETEK INC
1599,AMGEN INC
1600,AMICUS THERAPEUTICS INC
1601,AMKOR TECHNOLOGY INC
1602,AMN HEALTHCARE SERVICES
1603,AMNEAL PHARMACEUTICALS
1604,AMPHASTAR PHARMA INC
1605,AMPHENOL CORP
1606,AMYRIS INC
1607,ANALOG DEVICES INC
1608,ANAPLAN
1609,ANAPTYS BIO INC
1610,ANAVEX LIFE SCIENCES
1611,ANDERSONS INC
1612,ANGIODYNAMICS INC
1613,ANI PHARMACEUTICALS INC
1614,ANIKA THERAPEUTICS INC
1615,ARES COML REAL ESTATE
1616,ARES MANAGEMENT CORP
1617,ARGAN INC
1618,ARGO GROUP INTL
1619,ARISTA NETWORKS INC
1620,ARLINGTON ASSET INVT
1621,ARLO TECHNOLOGIES INC
1622,ARMADA HOFFLER PPTYS INC
1623,ARMOUR RESIDENTIAL REIT
1624,ARMSTRONG WORLD INDS INC
1625,ARROW ELECTRONICS INC
1626,ARROW FINANCIAL CORP
1627,ARROWHEAD PHARMACEUTICAL
1628,ARTESIAN RESOURCES CORP
1629,ARTISAN PARTNERS ASSET
1630,ARVINAS HOLDING
1631,ASBURY AUTOMOTIVE GROUP
1632,ASGN INCORPORATED
1633,ASHLAND GLOBAL HOLDINGS
1634,ASPEN AEROGELS INC
1635,ASPEN GROUP INC
1636,ASPEN TECHNOLOGY INC
1637,ASPIRA WOMENS HEALTH INC
1638,ASSEMBLY BIOSCIENCES INC
1639,ASSETMARK FINANCIAL HLDG
1640,ASSOCIATED BANC CORP
1641,ASSOCIATED CAPITAL GROUP
1642,ASSURANT INC
1643,ASSURED GUARANTY LTD
1644,ASTEC INDUSTRIES INC
1645,ASTRONICS CORP
1646,ASURE SOFTWARE INC
1647,AT HOME GROUP INC
1648,AT&T INC
1649,ATARA BIOTHERAPEUTICS
1650,ATHENE HOLDING LTD
1651,ATHENEX
1652,ATHERSYS INC
1653,ATKORE INTL GROUP INC
1654,ATLANTIC CAPITAL INC
1655,ATLANTIC PWR CORP
1656,ATLANTIC UNION BANKSHARE
1657,ATLANTICUS HOLDINGS
1658,ATLAS AIR WORLDWIDE HLDG
1659,ATLASSIAN CORP PLC
1660,ATMOS ENERGY CORP
1661,ATN INTERNATIONAL INC
1662,ATOMERA LIMITED
1663,ATRECA INC
1664,BANK OF AMERICA CORP
1665,BANK OF HAWAII CORP
1666,BANK OF MARIN BANCORP
1667,BANK OF NEW YORK MELLON
1668,BANK OF NT BUTTERFIELD
1669,BANK OF PRINCETON
1670,BANK OZK
1671,BANK7 CORP
1672,BANKFINANCIAL CORP
1673,BANKUNITED INC
1674,BANKWELL FINL GROUP INC
1675,BANNER CORP
1676,BAR HBR BANKSHARES
1677,BARNES GROUP INC
1678,BARRETT BUSINESS SERVICE
1679,BAXTER INTERNATIONAL INC
1680,BAYCOM CORPORATION
1681,BBX CAPITAL CORP
1682,BCB BANCORP INC
1683,BEACON ROOFING SUPPLY
1684,BEAM THERAPEUTICS
1685,BEAZER HOMES USA INC
1686,BECTON DICKINSON & CO
1687,BED BATH & BEYOND INC
1688,BEL FUSE INC
1689,BELDEN INC
1690,BELLEROPHON THERA INC
1691,BELLRING BRANDS
1692,BENCHMARK ELECTRONICS
1693,BENEFITFOCUS INC
1694,BENEFYTT TECH INC
1695,BERKLEY W R CORP
1696,BERKSHIRE HATHAWAY INC
1697,BERKSHIRE HILLS BANCORP
1698,BERRY CORPORATION
1699,BERRY GLOBAL GROUP
1700,BEST BUY INC
1701,BEYOND AIR INC
1702,BEYOND MEAT
1703,BEYONDSPRING
1704,BG STAFFING INC
1705,BGC PARTNERS INC
1706,BIG LOTS INC
1707,BIGLARI HOLDINGS A
1708,BIGLARI HOLDINGS B
1709,BILL.COM HOLDINGS
1710,BIOCRYST PHARMACEUTICALS
1711,BIO-RAD LABORATORIES INC
1712,BIO-TECHNE CORP
1713,BRIDGE BANCORP INC
1714,BRIDGEBIO PHARMA INC
1715,BRIDGEWATER BANCSHARES
1716,BRIDGFORD FOODS CORP
1717,BRIGHAM MINERALS
1718,BRIGHT HORIZON FAMILY
1719,BRIGHTCOVE INC
1720,BRIGHTHOUSE FINANCIAL
1721,BRIGHTSPHERE INVESTMENT
1722,BRIGHTVIEW HOLDINGS INC
1723,BRINKER INTERNATIONAL
1724,BRINKS CO
1725,BRISTOL MYERS SQUIBB
1726,BRISTOW GROUP INC
1727,BRIXMOR PROPERTY GROUP
1728,BROADCOM INC
1729,BROADMARK REALTY CAP (A)
1730,BROADRIDGE FINANCIAL INC
1731,BROOKDALE SENIOR LIVING
1732,BROOKFIELD INFRASTRUCTUR
1733,BROOKFIELD PROPERTY REIT
1734,BROOKLINE BANCORP INC
1735,BROOKS AUTOMATION INC
1736,BROWN & BROWN INC
1737,BROWN FORMAN CORP CL A
1738,BROWN FORMAN CORP CL B
1739,BRP GROUP
1740,BRT APARTMENTS CORP
1741,BRUKER CORP
1742,BRUNSWICK CORP
1743,BRYN MAWR BANK CORP
1744,BUCKLE INC
1745,BUILDERS FIRSTSOURCE INC
1746,BUNGE LIMITED
1747,BURLINGTON STORES INC
1748,BUSINESS FIRST BANCSHARE
1749,BWX TECHNOLOGIES INC
1750,BYLINE BANCORP
1751,C & F FINANCIAL CORP
1752,C H ROBINSON WORLDWIDE
